identifier,INF2cnt,INF4cnt,INF3cnt
ENSMUSG00000083033,29,42,27
ENSMUSG00000083036,3,2,2
ENSMUSG00000083041,86,83,81
ENSMUSG00000083043,2,0,0
ENSMUSG00000083044,9,1,2
ENSMUSG00000083045,1,0,0
ENSMUSG00000083046,3,1,0
ENSMUSG00000083049,4,7,2
ENSMUSG00000083052,1,0,0
ENSMUSG00000083054,1,0,0
ENSMUSG00000083055,2,2,2
ENSMUSG00000083061,178,141,150
ENSMUSG00000083064,18,14,5
ENSMUSG00000083072,0,0,2
ENSMUSG00000083074,1,0,0
ENSMUSG00000083076,1,3,1
ENSMUSG00000083086,11,9,9
ENSMUSG00000083087,64,78,70
ENSMUSG00000083097,335,341,345
ENSMUSG00000083100,2,7,1
ENSMUSG00000083101,10,7,10
ENSMUSG00000083104,2,2,0
ENSMUSG00000083107,0,3,3
ENSMUSG00000083111,3,3,4
ENSMUSG00000083116,4,5,6
ENSMUSG00000083121,26,20,24
ENSMUSG00000083126,1,1,5
ENSMUSG00000083139,15,22,24
ENSMUSG00000083140,3,1,0
ENSMUSG00000083152,4,0,5
ENSMUSG00000083156,1,0,0
ENSMUSG00000083157,0,2,2
ENSMUSG00000083161,59,35,74
ENSMUSG00000083163,1,0,0
ENSMUSG00000083169,0,0,1
ENSMUSG00000083170,0,0,1
ENSMUSG00000083171,0,2,0
ENSMUSG00000083179,61,63,52
ENSMUSG00000083186,2,0,5
ENSMUSG00000083192,3,0,2
ENSMUSG00000083193,27,3,8
ENSMUSG00000083199,3,2,3
ENSMUSG00000083208,5,2,7
ENSMUSG00000083209,12,5,2
ENSMUSG00000083210,2,0,0
ENSMUSG00000083215,11,1,5
ENSMUSG00000083218,1,5,4
ENSMUSG00000083219,0,0,1
ENSMUSG00000083220,11,3,15
ENSMUSG00000083233,2,1,2
ENSMUSG00000083234,2,0,0
ENSMUSG00000083235,3,4,1
ENSMUSG00000083236,1,0,1
ENSMUSG00000083237,2,0,0
ENSMUSG00000083240,35,33,31
ENSMUSG00000083242,0,3,1
ENSMUSG00000083245,1,4,6
ENSMUSG00000083246,1,4,5
ENSMUSG00000083257,0,3,0
ENSMUSG00000083258,1,1,1
ENSMUSG00000083261,31,28,24
ENSMUSG00000083263,1,0,0
ENSMUSG00000083270,0,0,1
ENSMUSG00000083275,1,0,1
ENSMUSG00000083280,3,1,0
ENSMUSG00000083281,1,0,0
ENSMUSG00000083282,566,585,552
ENSMUSG00000083283,312,242,417
ENSMUSG00000083287,9,1,12
ENSMUSG00000083294,1,0,0
ENSMUSG00000083300,0,1,1
ENSMUSG00000083306,15,10,11
ENSMUSG00000083307,96,109,94
ENSMUSG00000083311,2,0,4
ENSMUSG00000083320,0,0,1
ENSMUSG00000083324,0,1,0
ENSMUSG00000083325,90,58,123
ENSMUSG00000083326,17,23,16
ENSMUSG00000083327,1392,1181,1434
ENSMUSG00000083328,6,5,5
ENSMUSG00000083332,0,0,1
ENSMUSG00000083337,36,31,24
ENSMUSG00000083338,1,5,5
ENSMUSG00000083339,2,2,0
ENSMUSG00000083342,3,1,2
ENSMUSG00000083343,1,0,0
ENSMUSG00000083344,53,57,46
ENSMUSG00000083353,0,1,0
ENSMUSG00000083362,3,1,3
ENSMUSG00000083364,86,82,55
ENSMUSG00000083367,8,7,10
ENSMUSG00000083373,3,2,7
ENSMUSG00000083374,15,18,15
ENSMUSG00000083377,1,0,2
ENSMUSG00000083378,2,0,0
ENSMUSG00000083379,1,0,0
ENSMUSG00000083380,2,6,10
ENSMUSG00000083382,1,3,0
ENSMUSG00000083390,2,7,2
ENSMUSG00000083391,7,3,4
ENSMUSG00000083392,3,0,2
ENSMUSG00000083394,14,29,9
ENSMUSG00000083396,104,71,87
ENSMUSG00000083411,82,76,52
ENSMUSG00000083412,1,0,0
ENSMUSG00000083429,0,0,1
ENSMUSG00000083434,0,1,0
ENSMUSG00000083435,4,2,10
ENSMUSG00000083443,105,105,108
ENSMUSG00000083449,1,1,3
ENSMUSG00000083454,5,5,6
ENSMUSG00000083458,69,94,44
ENSMUSG00000083460,2,1,3
ENSMUSG00000083461,2,0,0
ENSMUSG00000083462,10,13,13
ENSMUSG00000083465,42,21,47
ENSMUSG00000083468,1,0,0
ENSMUSG00000083473,0,1,2
ENSMUSG00000083474,87,71,68
ENSMUSG00000083477,84,118,85
ENSMUSG00000083481,14,15,8
ENSMUSG00000083482,6,2,7
ENSMUSG00000083483,7,7,8
ENSMUSG00000083496,67,36,48
ENSMUSG00000083500,15,30,32
ENSMUSG00000083503,1,1,5
ENSMUSG00000083505,1,0,0
ENSMUSG00000083508,0,0,1
ENSMUSG00000083512,8,11,16
ENSMUSG00000083518,0,1,0
ENSMUSG00000083533,11,9,26
ENSMUSG00000083534,3,0,0
ENSMUSG00000083536,3,3,9
ENSMUSG00000083537,1,0,2
ENSMUSG00000083545,1,0,0
ENSMUSG00000083547,1,1,0
ENSMUSG00000083548,0,0,1
ENSMUSG00000083553,13,15,6
ENSMUSG00000083554,1,0,2
ENSMUSG00000083555,0,3,0
ENSMUSG00000083557,13,6,36
ENSMUSG00000083562,1,2,2
ENSMUSG00000083563,309,115,320
ENSMUSG00000083567,19,31,31
ENSMUSG00000083569,1,2,6
ENSMUSG00000083579,0,0,1
ENSMUSG00000083582,1,0,0
ENSMUSG00000083595,11,6,7
ENSMUSG00000083596,33,21,22
ENSMUSG00000083606,0,0,7
ENSMUSG00000083609,2,0,0
ENSMUSG00000083610,36,22,35
ENSMUSG00000083614,0,1,0
ENSMUSG00000083619,1,2,0
ENSMUSG00000083621,379,437,335
ENSMUSG00000083623,2,0,0
ENSMUSG00000083625,0,0,3
ENSMUSG00000083626,166,141,181
ENSMUSG00000083627,13,8,15
ENSMUSG00000083640,1,1,0
ENSMUSG00000083646,1,0,0
ENSMUSG00000083649,4,9,4
ENSMUSG00000083650,4,3,4
ENSMUSG00000083658,0,2,0
ENSMUSG00000083668,0,0,1
ENSMUSG00000083669,24,21,20
ENSMUSG00000083670,48,38,46
ENSMUSG00000083672,19,24,23
ENSMUSG00000083674,2,0,2
ENSMUSG00000083676,0,0,1
ENSMUSG00000083677,31,15,24
ENSMUSG00000083678,333,294,309
ENSMUSG00000083679,1,1,0
ENSMUSG00000083681,1,0,1
ENSMUSG00000083687,2,1,0
ENSMUSG00000083688,12,2,19
ENSMUSG00000083692,57,70,59
ENSMUSG00000083700,1,0,2
ENSMUSG00000083705,2,4,2
ENSMUSG00000083707,2,3,0
ENSMUSG00000083708,5,9,3
ENSMUSG00000083713,1,6,2
ENSMUSG00000083716,147,165,142
ENSMUSG00000083718,0,0,2
ENSMUSG00000083723,3,0,0
ENSMUSG00000083725,2,1,3
ENSMUSG00000083734,8,9,13
ENSMUSG00000083735,1,0,0
ENSMUSG00000083736,8,9,7
ENSMUSG00000083750,0,1,1
ENSMUSG00000083754,14,3,6
ENSMUSG00000083757,25,37,24
ENSMUSG00000083761,4,6,3
ENSMUSG00000083767,40,20,45
ENSMUSG00000083769,0,0,1
ENSMUSG00000083773,15,11,8
ENSMUSG00000083774,46,41,40
ENSMUSG00000083780,10,9,3
ENSMUSG00000083782,0,2,0
ENSMUSG00000083783,2,1,2
ENSMUSG00000083793,1,0,0
ENSMUSG00000083796,20,7,16
ENSMUSG00000083798,45,24,51
ENSMUSG00000083808,0,2,0
ENSMUSG00000083816,18,17,21
ENSMUSG00000083819,1,3,1
ENSMUSG00000083820,80,88,81
ENSMUSG00000083822,126,105,82
ENSMUSG00000083826,2,0,1
ENSMUSG00000083827,3,3,5
ENSMUSG00000083829,10,3,12
ENSMUSG00000083832,0,0,3
ENSMUSG00000083833,494,621,423
ENSMUSG00000083834,7,1,6
ENSMUSG00000083836,80,68,65
ENSMUSG00000083838,0,3,2
ENSMUSG00000083841,0,0,1
ENSMUSG00000083842,3,3,0
ENSMUSG00000083844,425,258,357
ENSMUSG00000083849,8,1,4
ENSMUSG00000083852,0,0,1
ENSMUSG00000083853,18,5,7
ENSMUSG00000083854,228,184,184
ENSMUSG00000083856,0,0,1
ENSMUSG00000083859,2,0,4
ENSMUSG00000083860,0,2,0
ENSMUSG00000083863,10,10,13
ENSMUSG00000083864,2,0,0
ENSMUSG00000083870,2,3,9
ENSMUSG00000083875,3,6,8
ENSMUSG00000083878,26,26,35
ENSMUSG00000083879,9,15,6
ENSMUSG00000083885,0,3,2
ENSMUSG00000083890,1,0,0
ENSMUSG00000083892,61,21,64
ENSMUSG00000083893,1,0,0
ENSMUSG00000083899,74,71,78
ENSMUSG00000083900,4,6,6
ENSMUSG00000083902,17,12,39
ENSMUSG00000083906,0,4,2
ENSMUSG00000083907,2,6,2
ENSMUSG00000083909,1,0,0
ENSMUSG00000083910,0,2,2
ENSMUSG00000083911,59,40,46
ENSMUSG00000083912,1,2,3
ENSMUSG00000083914,26,32,28
ENSMUSG00000083915,5,1,1
ENSMUSG00000083920,0,0,1
ENSMUSG00000083921,1,1,0
ENSMUSG00000083922,1,0,0
ENSMUSG00000083924,0,0,3
ENSMUSG00000083926,0,0,1
ENSMUSG00000083953,5,1,3
ENSMUSG00000083962,0,2,0
ENSMUSG00000083964,6,3,8
ENSMUSG00000083971,1,0,2
ENSMUSG00000083974,0,3,5
ENSMUSG00000083979,1,0,0
ENSMUSG00000083982,2,1,0
ENSMUSG00000083985,0,0,2
ENSMUSG00000083988,0,2,0
ENSMUSG00000083990,0,2,0
ENSMUSG00000083992,94,70,59
ENSMUSG00000083993,0,0,1
ENSMUSG00000083994,0,3,0
ENSMUSG00000083995,4,2,12
ENSMUSG00000083997,0,0,1
ENSMUSG00000084004,1,0,0
ENSMUSG00000084011,1,2,0
ENSMUSG00000084012,5,1,2
ENSMUSG00000084013,11,17,15
ENSMUSG00000084020,18,9,19
ENSMUSG00000084024,14,2,9
ENSMUSG00000084033,8,6,5
ENSMUSG00000084048,2,1,0
ENSMUSG00000084050,0,3,1
ENSMUSG00000084052,1,1,2
ENSMUSG00000084060,0,1,0
ENSMUSG00000084064,1,0,0
ENSMUSG00000084067,194,119,202
ENSMUSG00000084071,1,0,4
ENSMUSG00000084072,0,0,2
ENSMUSG00000084077,2,3,0
ENSMUSG00000084081,11,0,0
ENSMUSG00000084083,0,2,0
ENSMUSG00000084085,0,0,1
ENSMUSG00000084086,0,2,0
ENSMUSG00000084087,3,0,0
ENSMUSG00000084088,1,0,0
ENSMUSG00000084093,168,197,151
ENSMUSG00000084094,13,6,9
ENSMUSG00000084098,41,24,46
ENSMUSG00000084099,1,3,3
ENSMUSG00000084104,8,2,13
ENSMUSG00000084106,375,496,331
ENSMUSG00000084111,331,297,332
ENSMUSG00000084113,27,25,24
ENSMUSG00000084116,8,14,21
ENSMUSG00000084128,126,142,112
ENSMUSG00000084129,64,54,59
ENSMUSG00000084131,41,50,37
ENSMUSG00000084132,0,0,2
ENSMUSG00000084133,0,0,1
ENSMUSG00000084137,16,18,11
ENSMUSG00000084138,0,0,1
ENSMUSG00000084139,4,0,6
ENSMUSG00000084142,3,0,1
ENSMUSG00000084143,7,1,10
ENSMUSG00000084145,74,41,73
ENSMUSG00000084146,0,4,2
ENSMUSG00000084148,1,0,0
ENSMUSG00000084149,2,0,8
ENSMUSG00000084153,0,0,1
ENSMUSG00000084154,3,1,1
ENSMUSG00000084159,40,30,33
ENSMUSG00000084166,2,7,7
ENSMUSG00000084168,20,20,14
ENSMUSG00000084170,10,9,7
ENSMUSG00000084178,1,0,0
ENSMUSG00000084183,2,3,6
ENSMUSG00000084186,1,0,0
ENSMUSG00000084190,2,0,1
ENSMUSG00000084193,1,0,2
ENSMUSG00000084201,2,7,4
ENSMUSG00000084203,2,0,1
ENSMUSG00000084211,2,1,1
ENSMUSG00000084215,17,12,12
ENSMUSG00000084216,0,0,2
ENSMUSG00000084223,1,1,1
ENSMUSG00000084224,9,10,18
ENSMUSG00000084230,97,73,100
ENSMUSG00000084231,0,5,0
ENSMUSG00000084235,16,10,10
ENSMUSG00000084241,55,53,80
ENSMUSG00000084249,5,1,4
ENSMUSG00000084252,24,15,10
ENSMUSG00000084260,26,42,48
ENSMUSG00000084261,2,0,1
ENSMUSG00000084265,5,6,3
ENSMUSG00000084271,1,0,0
ENSMUSG00000084274,8,10,9
ENSMUSG00000084275,2,1,0
ENSMUSG00000084276,3,1,0
ENSMUSG00000084277,5,2,6
ENSMUSG00000084284,11,5,22
ENSMUSG00000084288,2,0,2
ENSMUSG00000084289,2695,1730,2460
ENSMUSG00000084291,2,4,5
ENSMUSG00000084301,0,2,0
ENSMUSG00000084302,1,2,1
ENSMUSG00000084303,0,1,0
ENSMUSG00000084304,11,13,15
ENSMUSG00000084314,23,48,39
ENSMUSG00000084319,1458,1269,1499
ENSMUSG00000084323,0,3,0
ENSMUSG00000084325,8,0,1
ENSMUSG00000084328,5,1,0
ENSMUSG00000084329,52,40,61
ENSMUSG00000084333,2,2,0
ENSMUSG00000084340,3,10,7
ENSMUSG00000084342,4,2,2
ENSMUSG00000084343,1,0,0
ENSMUSG00000084345,5,4,4
ENSMUSG00000084347,66,49,46
ENSMUSG00000084348,3,2,7
ENSMUSG00000084349,1522,1493,1323
ENSMUSG00000084350,131,90,139
ENSMUSG00000084353,9,5,4
ENSMUSG00000084361,1,3,1
ENSMUSG00000084362,5,0,1
ENSMUSG00000084373,1,0,0
ENSMUSG00000084378,3,0,0
ENSMUSG00000084379,0,4,0
ENSMUSG00000084381,3,3,10
ENSMUSG00000084383,34,27,34
ENSMUSG00000084384,143,140,145
ENSMUSG00000084390,0,1,0
ENSMUSG00000084399,3,0,1
ENSMUSG00000084407,1,7,1
ENSMUSG00000084408,0,0,5
ENSMUSG00000084411,5,1,0
ENSMUSG00000084413,4,5,2
ENSMUSG00000084416,222,236,202
ENSMUSG00000084422,0,0,2
ENSMUSG00000084433,1,0,0
ENSMUSG00000084440,4,1,1
ENSMUSG00000084446,0,7,0
ENSMUSG00000084453,1,0,0
ENSMUSG00000084454,0,0,2
ENSMUSG00000084457,0,0,1
ENSMUSG00000084466,0,1,0
ENSMUSG00000084472,0,2,0
ENSMUSG00000084497,97,88,93
ENSMUSG00000084505,0,1,0
ENSMUSG00000084520,0,0,1
ENSMUSG00000084526,4,0,1
ENSMUSG00000084544,1,0,0
ENSMUSG00000084545,0,0,1
ENSMUSG00000084552,12,8,4
ENSMUSG00000084558,3,0,0
ENSMUSG00000084565,3,2,6
ENSMUSG00000084566,0,3,0
ENSMUSG00000084571,0,1,1
ENSMUSG00000084575,5,5,3
ENSMUSG00000084583,3,0,4
ENSMUSG00000084592,3,0,6
ENSMUSG00000084593,2,2,5
ENSMUSG00000084597,0,0,1
ENSMUSG00000084600,0,0,1
ENSMUSG00000084603,0,0,5
ENSMUSG00000084607,0,1,3
ENSMUSG00000084616,10,21,37
ENSMUSG00000084625,5,4,2
ENSMUSG00000084632,24,9,28
ENSMUSG00000084641,0,1,1
ENSMUSG00000084642,0,1,1
ENSMUSG00000084649,2,2,2
ENSMUSG00000084651,0,1,2
ENSMUSG00000084658,27,26,24
ENSMUSG00000084659,0,1,0
ENSMUSG00000084678,0,0,1
ENSMUSG00000084686,1,2,0
ENSMUSG00000084696,0,2,1
ENSMUSG00000084701,0,0,1
ENSMUSG00000084711,3,0,4
ENSMUSG00000084717,0,0,1
ENSMUSG00000084728,2,2,2
ENSMUSG00000084729,0,0,1
ENSMUSG00000084738,0,2,1
ENSMUSG00000084739,3,2,1
ENSMUSG00000084749,0,1,0
ENSMUSG00000084755,1,1,1
ENSMUSG00000084760,3,14,4
ENSMUSG00000084769,2,3,6
ENSMUSG00000084771,13,15,15
ENSMUSG00000084772,6,2,2
ENSMUSG00000084780,22,17,22
ENSMUSG00000084781,28,21,29
ENSMUSG00000084785,5,3,2
ENSMUSG00000084786,2587,2664,2204
ENSMUSG00000084789,0,3,0
ENSMUSG00000084790,3,0,7
ENSMUSG00000084792,47,22,47
ENSMUSG00000084796,184,142,128
ENSMUSG00000084797,0,0,1
ENSMUSG00000084798,4,18,5
ENSMUSG00000084799,269,201,346
ENSMUSG00000084800,3,8,3
ENSMUSG00000084803,23,13,22
ENSMUSG00000084804,2,0,0
ENSMUSG00000084806,12,10,13
ENSMUSG00000084808,30,12,54
ENSMUSG00000084809,1,0,0
ENSMUSG00000084816,0,0,2
ENSMUSG00000084817,567,613,490
ENSMUSG00000084821,10,7,3
ENSMUSG00000084822,0,5,4
ENSMUSG00000084823,0,9,0
ENSMUSG00000084828,0,1,0
ENSMUSG00000084830,562,447,465
ENSMUSG00000084834,3,4,3
ENSMUSG00000084835,794,950,700
ENSMUSG00000084838,69,81,112
ENSMUSG00000084844,4,14,5
ENSMUSG00000084845,19,21,12
ENSMUSG00000084846,54,37,78
ENSMUSG00000084850,1,1,1
ENSMUSG00000084860,2,0,4
ENSMUSG00000084862,94,109,110
ENSMUSG00000084863,15,12,25
ENSMUSG00000084864,95,110,108
ENSMUSG00000084866,38,33,30
ENSMUSG00000084869,9,8,8
ENSMUSG00000084874,1,2,0
ENSMUSG00000084878,183,193,199
ENSMUSG00000084880,1082,1153,1003
ENSMUSG00000084881,9,6,12
ENSMUSG00000084883,0,0,1
ENSMUSG00000084884,7,1,0
ENSMUSG00000084892,12,5,12
ENSMUSG00000084893,1,1,3
ENSMUSG00000084894,1,6,3
ENSMUSG00000084899,2,0,1
ENSMUSG00000084908,2,0,0
ENSMUSG00000084910,18,26,27
ENSMUSG00000084911,6,2,11
ENSMUSG00000084915,18,17,12
ENSMUSG00000084917,61,20,44
ENSMUSG00000084918,10,3,8
ENSMUSG00000084925,56,24,38
ENSMUSG00000084930,8,1,8
ENSMUSG00000084932,71,69,69
ENSMUSG00000084936,180,190,159
ENSMUSG00000084940,11,15,6
ENSMUSG00000084941,3,2,3
ENSMUSG00000084946,7,4,11
ENSMUSG00000084950,1201,1014,1354
ENSMUSG00000084957,468,444,486
ENSMUSG00000084960,15,28,14
ENSMUSG00000084964,158,205,172
ENSMUSG00000084968,74,73,122
ENSMUSG00000084970,202,139,208
ENSMUSG00000084974,114,102,108
ENSMUSG00000084979,1,0,1
ENSMUSG00000084984,75,48,118
ENSMUSG00000084985,9,6,11
ENSMUSG00000084986,0,0,1
ENSMUSG00000084989,1,1,0
ENSMUSG00000084990,91,80,74
ENSMUSG00000084995,10,5,7
ENSMUSG00000084997,28,25,44
ENSMUSG00000084998,281,258,198
ENSMUSG00000085001,0,0,2
ENSMUSG00000085003,0,1,0
ENSMUSG00000085004,2,2,1
ENSMUSG00000085006,4,4,4
ENSMUSG00000085009,117,106,153
ENSMUSG00000085012,91,96,120
ENSMUSG00000085023,271,290,184
ENSMUSG00000085024,12,8,8
ENSMUSG00000085025,0,0,1
ENSMUSG00000085026,1,0,0
ENSMUSG00000085028,10,7,8
ENSMUSG00000085030,22,24,28
ENSMUSG00000085033,93,95,102
ENSMUSG00000085035,4,3,3
ENSMUSG00000085036,5,2,3
ENSMUSG00000085037,88,61,74
ENSMUSG00000085039,267,266,212
ENSMUSG00000085042,38,38,37
ENSMUSG00000085043,7,3,7
ENSMUSG00000085048,29,18,40
ENSMUSG00000085051,27,27,24
ENSMUSG00000085054,56,43,41
ENSMUSG00000085058,23,13,12
ENSMUSG00000085063,3,5,3
ENSMUSG00000085072,84,69,97
ENSMUSG00000085078,0,0,1
ENSMUSG00000085081,123,107,110
ENSMUSG00000085084,0,4,0
ENSMUSG00000085085,7,7,6
ENSMUSG00000085087,2,0,0
ENSMUSG00000085088,20,21,18
ENSMUSG00000085089,74,40,66
ENSMUSG00000085095,81,87,151
ENSMUSG00000085099,8,10,8
ENSMUSG00000085102,2,4,2
ENSMUSG00000085103,1,0,0
ENSMUSG00000085105,424,460,438
ENSMUSG00000085106,8,10,19
ENSMUSG00000085109,10,0,19
ENSMUSG00000085110,2,2,6
ENSMUSG00000085111,292,248,289
ENSMUSG00000085112,3,7,16
ENSMUSG00000085113,0,2,0
ENSMUSG00000085116,1,0,1
ENSMUSG00000085118,12,16,10
ENSMUSG00000085126,17,43,27
ENSMUSG00000085129,24,15,19
ENSMUSG00000085132,41,35,26
ENSMUSG00000085133,6,0,3
ENSMUSG00000085143,0,4,6
ENSMUSG00000085145,4,0,4
ENSMUSG00000085147,1,0,1
ENSMUSG00000085148,3399,2814,3300
ENSMUSG00000085152,3,3,2
ENSMUSG00000085154,2,10,14
ENSMUSG00000085156,291,233,219
ENSMUSG00000085165,8,6,5
ENSMUSG00000085166,122,109,94
ENSMUSG00000085169,109,97,97
ENSMUSG00000085170,5,4,3
ENSMUSG00000085171,0,3,0
ENSMUSG00000085172,191,244,185
ENSMUSG00000085174,209,157,168
ENSMUSG00000085175,83,94,90
ENSMUSG00000085178,57,34,30
ENSMUSG00000085179,0,1,0
ENSMUSG00000085184,11,12,7
ENSMUSG00000085185,0,2,1
ENSMUSG00000085188,1,1,0
ENSMUSG00000085189,0,1,0
ENSMUSG00000085192,16,17,16
ENSMUSG00000085201,4,9,2
ENSMUSG00000085204,6,5,9
ENSMUSG00000085206,3,0,1
ENSMUSG00000085207,6,12,7
ENSMUSG00000085208,516,438,577
ENSMUSG00000085211,85,74,101
ENSMUSG00000085213,98,93,77
ENSMUSG00000085226,0,1,0
ENSMUSG00000085227,46,50,35
ENSMUSG00000085229,2,17,4
ENSMUSG00000085232,0,0,1
ENSMUSG00000085236,75,60,98
ENSMUSG00000085238,0,0,2
ENSMUSG00000085241,941,1037,935
ENSMUSG00000085242,108,120,103
ENSMUSG00000085245,0,0,3
ENSMUSG00000085246,4,1,4
ENSMUSG00000085249,2,0,0
ENSMUSG00000085250,2,1,2
ENSMUSG00000085255,58,39,36
ENSMUSG00000085260,14,6,4
ENSMUSG00000085261,1,2,2
ENSMUSG00000085262,183,202,178
ENSMUSG00000085264,0,10,0
ENSMUSG00000085274,9,13,7
ENSMUSG00000085275,5,6,0
ENSMUSG00000085278,3526,3401,3190
ENSMUSG00000085279,5,1,3
ENSMUSG00000085282,6,8,5
ENSMUSG00000085284,1,0,2
ENSMUSG00000085286,13,14,18
ENSMUSG00000085287,132,89,75
ENSMUSG00000085289,4,0,1
ENSMUSG00000085293,0,4,0
ENSMUSG00000085295,1864,1561,1673
ENSMUSG00000085300,0,0,1
ENSMUSG00000085302,1,0,1
ENSMUSG00000085303,1,0,1
ENSMUSG00000085304,11,6,17
ENSMUSG00000085307,0,0,1
ENSMUSG00000085310,5,5,11
ENSMUSG00000085311,44,40,52
ENSMUSG00000085314,0,0,2
ENSMUSG00000085315,29,18,23
ENSMUSG00000085316,17,13,6
ENSMUSG00000085317,3,0,0
ENSMUSG00000085326,23,19,18
ENSMUSG00000085327,155,245,171
ENSMUSG00000085334,149,82,148
ENSMUSG00000085335,97,96,72
ENSMUSG00000085337,177,177,182
ENSMUSG00000085340,6,1,3
ENSMUSG00000085342,87,78,78
ENSMUSG00000085347,24,32,39
ENSMUSG00000085354,5,8,0
ENSMUSG00000085355,29,58,32
ENSMUSG00000085360,115,142,130
ENSMUSG00000085361,1,0,2
ENSMUSG00000085363,2,7,8
ENSMUSG00000085371,9,5,2
ENSMUSG00000085376,1,0,3
ENSMUSG00000085378,1,1,3
ENSMUSG00000085379,19,12,23
ENSMUSG00000085385,150,135,183
ENSMUSG00000085391,1,8,4
ENSMUSG00000085393,0,1,0
ENSMUSG00000085396,216,190,207
ENSMUSG00000085397,6,3,14
ENSMUSG00000085398,3,7,4
ENSMUSG00000085399,13,18,23
ENSMUSG00000085401,1,3,2
ENSMUSG00000085403,164,160,159
ENSMUSG00000085408,131,128,119
ENSMUSG00000085409,2,0,4
ENSMUSG00000085415,16,15,15
ENSMUSG00000085417,0,0,1
ENSMUSG00000085423,3,0,0
ENSMUSG00000085425,1240,1234,1435
ENSMUSG00000085430,0,0,1
ENSMUSG00000085431,4,0,1
ENSMUSG00000085433,6,11,18
ENSMUSG00000085434,3,3,2
ENSMUSG00000085436,93,77,84
ENSMUSG00000085437,53,71,76
ENSMUSG00000085438,1413,1293,1499
ENSMUSG00000085442,32,30,22
ENSMUSG00000085443,7,5,3
ENSMUSG00000085448,6,11,8
ENSMUSG00000085457,415,407,437
ENSMUSG00000085464,1,0,0
ENSMUSG00000085465,10,2,16
ENSMUSG00000085467,11,12,25
ENSMUSG00000085471,12,8,19
ENSMUSG00000085473,1,0,0
ENSMUSG00000085481,12,2,5
ENSMUSG00000085482,5,0,2
ENSMUSG00000085483,1,1,0
ENSMUSG00000085485,13,15,10
ENSMUSG00000085486,1,2,5
ENSMUSG00000085487,0,1,0
ENSMUSG00000085492,268,236,257
ENSMUSG00000085495,17,18,24
ENSMUSG00000085498,14,11,11
ENSMUSG00000085499,12,4,7
ENSMUSG00000085501,11,17,27
ENSMUSG00000085505,159,163,168
ENSMUSG00000085511,1,6,0
ENSMUSG00000085514,0,1,0
ENSMUSG00000085519,13,22,13
ENSMUSG00000085521,4,5,7
ENSMUSG00000085522,0,1,0
ENSMUSG00000085523,6,7,12
ENSMUSG00000085524,0,2,0
ENSMUSG00000085525,9,6,6
ENSMUSG00000085527,0,2,0
ENSMUSG00000085531,3,10,11
ENSMUSG00000085532,1,5,9
ENSMUSG00000085538,0,1,0
ENSMUSG00000085539,0,1,0
ENSMUSG00000085541,3,9,16
ENSMUSG00000085543,66,104,46
ENSMUSG00000085546,7,4,2
ENSMUSG00000085547,0,0,1
ENSMUSG00000085558,4,2,1
ENSMUSG00000085560,6,16,14
ENSMUSG00000085563,55,49,52
ENSMUSG00000085566,276,228,287
ENSMUSG00000085568,3,0,3
ENSMUSG00000085572,282,318,292
ENSMUSG00000085578,26,26,43
ENSMUSG00000085581,0,2,1
ENSMUSG00000085584,0,0,20
ENSMUSG00000085585,0,0,2
ENSMUSG00000085586,173,127,159
ENSMUSG00000085587,378,278,371
ENSMUSG00000085589,25,39,28
ENSMUSG00000085591,1,6,5
ENSMUSG00000085596,5,2,6
ENSMUSG00000085604,52,78,45
ENSMUSG00000085606,8,3,0
ENSMUSG00000085609,71,64,88
ENSMUSG00000085610,1,0,0
ENSMUSG00000085611,166,96,165
ENSMUSG00000085612,68,69,79
ENSMUSG00000085614,29,45,41
ENSMUSG00000085615,11,6,17
ENSMUSG00000085622,77,82,85
ENSMUSG00000085624,1,0,0
ENSMUSG00000085625,1,0,0
ENSMUSG00000085626,17,8,32
ENSMUSG00000085627,7,5,8
ENSMUSG00000085628,54,42,50
ENSMUSG00000085633,15,16,14
ENSMUSG00000085636,187,170,196
ENSMUSG00000085637,1,2,5
ENSMUSG00000085642,31,47,36
ENSMUSG00000085655,31,46,63
ENSMUSG00000085658,5,5,6
ENSMUSG00000085663,11,11,14
ENSMUSG00000085664,24,17,30
ENSMUSG00000085665,0,1,0
ENSMUSG00000085666,5,5,9
ENSMUSG00000085667,480,471,479
ENSMUSG00000085669,0,1,0
ENSMUSG00000085678,2,1,2
ENSMUSG00000085684,9,7,13
ENSMUSG00000085687,85,70,58
ENSMUSG00000085688,0,2,0
ENSMUSG00000085689,2,0,1
ENSMUSG00000085691,0,0,1
ENSMUSG00000085693,2,0,0
ENSMUSG00000085695,50,49,67
ENSMUSG00000085696,62,52,40
ENSMUSG00000085704,101,93,87
ENSMUSG00000085705,0,2,0
ENSMUSG00000085709,1,2,1
ENSMUSG00000085711,20,19,31
ENSMUSG00000085713,2,2,2
ENSMUSG00000085714,373,386,459
ENSMUSG00000085715,398,458,440
ENSMUSG00000085716,0,0,1
ENSMUSG00000085719,0,2,2
ENSMUSG00000085720,22,20,22
ENSMUSG00000085721,3,1,0
ENSMUSG00000085725,20,12,18
ENSMUSG00000085731,402,285,369
ENSMUSG00000085732,51,26,29
ENSMUSG00000085733,28,33,20
ENSMUSG00000085735,6,3,4
ENSMUSG00000085738,1,2,3
ENSMUSG00000085741,98,140,103
