"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"60","256.0587","1868.93","174901.38","189692.34","177543.06","195931.2","185273.23","191892.27","160003.17","174221.45","178354.61","174876.27","376583.41","343757.94","341824.81","357060.88","362134.19","342227.09","354420.69","383074.59","342175.16","334492.47","322175.97","positive","No Fragments","1,3,6,8-Naphthalenetetrol,1-Deoxy-D-xylulose 5-phosphate,1-Isothiocyanato-8-(methylthio)octane,2,10-dihydroxy-4,6,8-decatriynoic acid,2-Deoxy-D-ribose 1-phosphate,2-Deoxy-D-ribose 5-phosphate,2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate,2-Hydroxychromene-2-carboxylate,3,4-Dehydro-6-hydroxymellein,5,7-Dihydroxy-2-methyl-4H-chromen-4-one,5-Deoxyribose-1-phosphate,8-Hydroxy-7-methoxy-2H-1-benzopyran-2-one,Acamelin,Anemonin,Casimiroin,Deoxyribose 1-phosphate,Deoxyribose 5-monophosphate,Deoxyribose 5-phosphate,Isoscopoletin,Methylenedioxycinnamic acid,Naphthazarin,Scopoletin,trans-o-Hydroxybenzylidenepyruvate","C00672,C00673,C01752,C01938,C03830,C04033,C06203,C06204,C08062,C10290,C10654,C11437,C16637,C16913,C18077,C18079,C20462,HMDB01031,HMDB01213,HMDB01351,HMDB30692,HMDB33349,HMDB34344,HMDB38447,HMDB59654,HMDB60393,LMFA01050235"
"61","420.8666","1873.62","90551.46","66693.99","135742.27","62303.47","79764.66","85861.66","39130.02","167774.23","85265.12","113534.3","90914.98","331102.88","299576.13","313600.03","270479.5","277031.28","319462.25","381241.28","306182.34","294029.63","359825.34","positive","No Fragments","",""
"62","256.0587","1873.64","174901.38","189692.34","177543.06","195931.2","185273.23","191892.27","160003.17","150220.02","178354.61","173252.59","376583.41","343757.94","332829.72","348145.16","362134.19","342227.09","307422.5","331045","341802.47","334492.47","322175.97","positive","No Fragments","1,3,6,8-Naphthalenetetrol,1-Deoxy-D-xylulose 5-phosphate,1-Isothiocyanato-8-(methylthio)octane,2,10-dihydroxy-4,6,8-decatriynoic acid,2-Deoxy-D-ribose 1-phosphate,2-Deoxy-D-ribose 5-phosphate,2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate,2-Hydroxychromene-2-carboxylate,3,4-Dehydro-6-hydroxymellein,5,7-Dihydroxy-2-methyl-4H-chromen-4-one,5-Deoxyribose-1-phosphate,8-Hydroxy-7-methoxy-2H-1-benzopyran-2-one,Acamelin,Anemonin,Casimiroin,Deoxyribose 1-phosphate,Deoxyribose 5-monophosphate,Deoxyribose 5-phosphate,Isoscopoletin,Methylenedioxycinnamic acid,Naphthazarin,Scopoletin,trans-o-Hydroxybenzylidenepyruvate","C00672,C00673,C01752,C01938,C03830,C04033,C06203,C06204,C08062,C10290,C10654,C11437,C16637,C16913,C18077,C18079,C20462,HMDB01031,HMDB01213,HMDB01351,HMDB30692,HMDB33349,HMDB34344,HMDB38447,HMDB59654,HMDB60393,LMFA01050235"
"63","884.7925","1874.64","112676.56","98328.2","173087.84","79653.39","87817.53","101950.23","75063.16","195170.84","92246.58","159486.97","52185.21","274896.25","335252.91","213668.52","149581.02","160645.73","225486.83","295032.69","174884.55","208979.77","192429.92","positive","No Fragments","",""
"64","738.8103","1875.46","86304.38","91483.34","175698.05","67012.59","73009.59","100873.19","67768.38","179532.73","91078.61","132012.27","40826.99","254127.39","251424.44","253699.16","168517.59","199664.66","256078.95","333673.69","177982.63","268502","212215.97","positive","No Fragments","",""
"65","166.9749","1868.67","116127.98","87004.52","115926.75","127145.64","93396.23","124810.1","75965.71","95005.63","87522.38","87240.12","293248.78","244531.36","239910.27","317134.44","254825.86","265876.56","256939.03","270026.22","256462.08","288584.84","254591.58","positive","No Fragments","",""
"66","166.9749","1879.65","116127.98","87004.52","114399","127145.64","93396.23","124810.1","75965.71","70413.39","87522.38","86652.74","293248.78","244531.36","210658.33","281564.13","231923.25","265876.56","228977.98","266253.72","216596.63","288584.84","233715.25","positive","No Fragments","",""
"67","676.8102","1874.66","78832.85","88709.56","164261.94","55925.17","78137.16","128020.38","77662.06","123664.38","74912.86","81642.02","61479.02","227400.91","246547.13","209574.48","168520.78","203701.33","292087.38","250570.52","230757.63","212461.88","243261.41","positive","No Fragments","",""
"68","614.8103","1874.75","92084.35","66037.74","121817.15","52366.13","59551.27","88574.94","42664.73","120594.05","79203.96","88244.1","48597.13","228766.78","246810.61","216451.78","178391.78","189225.52","248794.45","264498.66","215544.66","196031.8","232854.66","positive","No Fragments","",""
"69","296.0513","1869.04","80997.13","52724.08","69450.34","66481.2","73563.23","82798.55","56379.47","59725.41","59227.98","76908.42","149830.72","138719.97","146231.97","167727.09","151029.3","129607.94","132417.83","146466.02","131512.61","174124.98","123482.91","positive","No Fragments","Adefovir,D-Arabinitol 1-phosphate,D-Ribitol 5-phosphate,L-Arabinitol 5-phosphate,Xylitol 5-phosphate","C01068,C02895,C03509,C11277,C19674"
"70","118.0862","672.67","41812716","39106572","28304076","20651028","55936988","25157784","33059604","29422454","33477048","30216736","15635669","44734476","17835304","24782218","16630905","13884082","17968334","24139882","13512253","19289760","135445488","positive","Betaine (C5H11NO2) Prob = 98.9800000000","(R)-Propane-1,2-diol,(S)-Propane-1,2-diol,2-Amino-2-methylbutanoate,2-Amino-3-methylbutanoic acid,2S-amino-pentanoic acid,4-Methylaminobutyrate,4-amino-pentanoic acid,4R-aminopentanoic acid,4S-aminopentanoic acid,5-Aminopentanoate,5-Aminopentanoic acid,5-amino-pentanoic acid,Amyl Nitrite,Amyl nitrite,Betaine,D-Norvaline,D-Valine,L-Norvaline,L-Valine,N-Methyl-a-aminoisobutyric acid,Norvaline,Propane-1,2-diol,Propane-1,3-diol,Propylene glycol,Valine,Vaporole","C00183,C00431,C00583,C00719,C01799,C01826,C02457,C02912,C02917,C03571,C06417,C07457,C15987,C16436,HMDB00043,HMDB00883,HMDB01382,HMDB01881,HMDB02141,HMDB03355,HMDB06213,HMDB13716,HMDB15550,LMFA01100021,LMFA01100022,LMFA01100023,LMFA01100040,LMFA01100041,LMFA01100046,Std2_1_20170612_135749_15"
"71","189.0734","670.57","184902.33","135739.39","165995.13","98224.11","249659.72","105318.32","205660.44","149530.33","143667.58","157601.55","261052.69","707514.19","215043.42","328325.06","246414.53","211021.77","245658.58","368355.91","170152.27","256922.22","1113359.38","positive","No Fragments","(Z)-1-(Methylthio)-5-phenyl-1-penten-3-yne,1-Deoxy-D-glucitol,N-Methyl-N'-nitro-N-nitrosoguanidine","C14592,HMDB32688,HMDB41500"
"72","127.0502","679.52","83046.88","127687.81","64107.03","90700.8","131612.09","81136.29","78452.04","53573.14","90366.37","64429.58","126655.54","153952.13","121309.21","187556.44","142457.27","123531.02","119115.15","111529.77","116699.41","121886.76","1086368.75","positive","No Fragments","1H-Imidazole-1-acetic acid,Imidazole-4-acetate,Imidazoleacetic acid,Thymine","C00178,C02835,HMDB00262,HMDB02024,HMDB29736,Std1_1_20170612_135637_15"
"73","177.0547","234.3","6486805","2543349","6302138.5","8387473","7258156","9750753","4205817","6760521.5","4390727.5","7923023","122770416","107440736","88131480","111049888","107968504","120895456","124006080","110463808","98486368","109241968","129607304","positive","Annotate in FrAnK","1,3,8-Naphthalenertriol,1,4,5-Naphthalenetriol,10-Hydroxy-2,8-decadiene-4,6-diynoic acid,10-hydroxy-8E-Decene-2,4,6-triynoic acid,3-(3,4-Methylenedioxyphenyl)propenal,4-Methylumbelliferone,7-Hydroxy-6-methyl-2H-1-benzopyran-2-one,Herniarin,Phenylethanolaminium,Tyraminium","C01173,C03081,C09268,HMDB29758,HMDB31054,HMDB32883,HMDB32990,HMDB33813,HMDB59622,HMDB62626,HMDB62629,LMFA01030714"
"74","223.0965","234.31","6778934","2851821","6275767.5","7857046","7113922.5","9515637","4256761.5","6174408.5","4501719","7826032.5","98994488","89554152","76496968","90449144","87652456","98810712","98944104","89779144","77854712","88954096","106349288","positive","Diethyl-phthalate (C12H14O4) Prob = 80.2600000000","(Z)-3-(2,4,5-Trimethoxyphenyl)-2-propenal,2,3-Dihydro-3-hydroxy-6-methoxy-2,2-dimethyl-4H-1-benzopyran-4-one,2E,4E,8E,10E-Dodecatetraenedioic acid,5'-(3'-Methoxy-4'-hydroxyphenyl)-gamma-valerolactone,5-(3,4-Methylenedioxyphenyl)pentanoic acid,Apiole,Coniferyl acetate,Diethyl phthalate,Diglycidyl resorcinol ether,Dihydrodeoxy-8-epiaustdiol,Dillapiol,Dillapiole,Isodillapiole,Monobutylphthalate,Monoisobutyl phthalic acid,Piperonyl isobutyrate,Vanillin isobutyrate","C10429,C10449,C14175,C19228,C20225,HMDB02056,HMDB13247,HMDB29226,HMDB29470,HMDB30725,HMDB31668,HMDB33776,HMDB34056,HMDB37130,HMDB37681,HMDB38563,HMDB41379,LMFA01170008"
"75","221.0961","231.52","3933517.25","3719712.75","4216904.5","3875485","4426013","3998535","4466605","4092461.75","4977492.5","4631953.5","8886530","10512345","9723775","9805913","9775050","10060200","9691926","10605008","10154972","10426417","8794428","positive","Annotate in FrAnK","1-Hydroxypyrene","HMDB13139"
"76","190.0499","233.89","774864.5","605530.31","767527.44","948981.25","907481.38","1007144.81","657889.81","806015.81","679445.31","949028.63","7246402","7807801.5","6776157","6966075","7655077.5","9143275","7099258.5","6784485","6486279.5","7027705","8291022","positive","Annotate in FrAnK","1-Nitronaphthalene-5,6-oxide,1-Nitronaphthalene-7,8-oxide,2-Oxo-1,2-dihydroquinoline-4-carboxylate,3-Hydroxyquinaldic acid,4-Hydroxy-2-quinolinecarboxylic acid,Kynurenic acid,N-Acetylisatin","C01717,C02172,C14800,C14802,C16715,C18621,HMDB00715,HMDB60331,HMDB60332"
"77","414.2848","232.52","3946899.25","3828806","4135634","4000398","3560660.75","4164539","3726104.5","4435108.5","4185157","4240468.5","4969110","6553537.5","6977994.5","6382216.5","5828551.5","5153446.5","6028833","5545818","6346846","6004322","5237332.5","positive","Annotate in FrAnK","13,14-dihydro-19R-hydroxyPGE1,19R-hydroxy-PGF1alpha,8,8a-Deoxyoleandolide,TXB1","C11989,LMFA03010038,LMFA03010165,LMFA03030008,LMPK04000030"
"78","343.1328","234.01","2061686.38","2011023.75","1527124.13","2640061.25","2550490.25","2670166.5","2354922.25","1622956.13","2882865.75","1981817.25","4482560","4147782","3994481.5","3295109.25","4233485.5","4995268.5","3043261.75","3721305.75","4401000","2646426.5","3503601.75","positive","Annotate in FrAnK","Clozapine N-oxide","HMDB60900"
"79","394.2011","230.64","1143246.63","1231448.13","1291191.88","1338384.13","1723078.5","1475728.13","1278862","1567843.88","1713013.13","1422041.88","4819466.5","3795888.5","4213159.5","3478668","4385453","4543301","3874619.25","3782858.25","4012660.5","4023864.5","3128236","positive","Annotate in FrAnK","(-)-Tylocrebrine,2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol acetate,4'-O-Methylbavachalcone,Candidone,Methylhildgardtol A,Methylhildgardtol B,Ovalichalcone,Pongagallone A,Tylophorine,Xuulanin","C10620,C10623,C15055,LMPK12020159,LMPK12020163,LMPK12020164,LMPK12120047,LMPK12120216,LMPK12120375,LMPK12140179"
"80","394.2011","230.64","1143246.63","1231448.13","1291191.88","1338384.13","1723078.5","1475728.13","1278862","1567843.88","1713013.13","1422041.88","4819466.5","3795888.5","4213159.5","3478668","4385453","4543301","3874619.25","3782858.25","4012660.5","4023864.5","3128236","positive","Annotate in FrAnK","(-)-Tylocrebrine,2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol acetate,4'-O-Methylbavachalcone,Candidone,Methylhildgardtol A,Methylhildgardtol B,Ovalichalcone,Pongagallone A,Tylophorine,Xuulanin","C10620,C10623,C15055,LMPK12020159,LMPK12020163,LMPK12020164,LMPK12120047,LMPK12120216,LMPK12120375,LMPK12140179"
"81","213.1121","236.94","1122882.13","937276.56","1192276.13","1068203.75","1168833.75","1234954.75","1523894.5","1047528.81","1459743.75","1134360","2600229.25","2634136","3088905.75","2478186.5","2428887.75","2916246.5","2899573.25","2661078.5","3699878.25","3200534.25","1954502.63","positive","No Fragments","(2S,4R,5S)-Muscarine,3,4-Methyleneazelaic acid,Butyrylcholine,Muscarine","C07473,HMDB13223,HMDB29936,HMDB59744"
"82","193.1013","234.5","1019443.94","1091886.25","1107424.88","1277867.63","1169679","1258044.88","1709477.63","1053068.13","1424633.38","1415790","2527919.25","3069701.5","2670680.5","2814866","3056760.75","3398401.75","2428996.75","2707982.5","3350104","3484764.75","2356163","positive","Annotate in FrAnK","1-Methylphenanthrene","C19457"
"83","230.1387","237.99","1042954.19","1252845.25","1232031.5","986410.56","1026632.75","1386540.63","1625022.5","1028913.31","1449378.63","1019797.13","2064846.25","1930064.13","2601612.25","1838235.25","2100682","2346419.25","1977157.13","2152431.75","3089700.75","2316372","1940402","positive","No Fragments","(+/-)-Ethyl 3-acetoxy-2-methylbutyrate,(+/-)-Methyl 5-acetoxyhexanoate,2,4-Dimethylpimelic acid,3-Methylsuberic acid,Azelaic acid,Butenylcarnitine,Butyl ethyl malonate,Diethyl glutarate,Diethyl methylsuccinate,Edrophonium,Eucommiol,Nonate,cis- and trans-Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate","C06976,C08261,C17878,HMDB00784,HMDB11717,HMDB13126,HMDB15145,HMDB32200,HMDB32258,HMDB32387,HMDB36233,HMDB59760,HMDB59783,HMDB59814,HMDB59879,LMFA01170054"
"84","247.2267","232.76","1268071.38","1255571.88","1305377.88","1187577.63","1444797.88","1093417","1264104.25","910979.31","1358339.88","1387238.75","2960768.75","2661627.25","2214393","2478737.5","2324775.5","2494446","1953365.5","2133548.75","2707674.25","2110961.25","2165999.5","positive","No Fragments","8,8-Diethoxy-2,6-dimethyl-2-octanol","HMDB34557"
"85","232.1907","238.18","355598.06","392315.72","260898.52","364737.81","284161.97","447799.25","460305.56","300439.94","428722.25","290002.41","1402407.63","1102832.25","1227693.38","1372951.25","1211204.13","1814876.13","1026641.13","1154104.63","2429676.25","1517516","1813238.13","positive","No Fragments","",""
"86","361.1797","230.99","1032176.88","913547.38","907684.56","1216010.63","1112354.75","1212434.88","1107292.75","1053544.63","1624388.88","1229526.5","1745533","2339691.25","2097238.75","1906393.63","2056575.63","1696017.13","1560943.75","1778478.25","1761426.5","2057543.13","1843691.75","positive","No Fragments","Metconazole","C18476"
"87","397.2583","232.47","739789","731774.19","854160","886827.19","804072.13","755589.56","1017583.38","837712.75","885518.5","876614.31","1731764.75","2036904","1526101.75","1689706.25","1538543.5","1737833.63","1587398.5","1583992.25","1665537.13","1754293","1731054.38","positive","No Fragments","PGF2alpha-11-acetate,methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate","LMFA01040054,LMFA03010096"
"88","341.196","232.87","553884.88","564314.38","688260.63","619714.31","520010.13","564414.25","520946.09","661522.44","705655","671881.94","1425123.88","1863673.13","1664170.25","1655632.25","1462785.5","1553594.38","1542768.25","1460396.25","1579435.13","1555667.5","1611992.25","positive","No Fragments","11-dehydro-2,3-dinor-TXB2,Glycopyrrolate","HMDB15121,LMFA03030013"
"89","226.0943","235.44","557484.81","551150.31","581032.06","720566.38","697369.56","716748.25","785907.88","637673.31","748032.44","773570.19","1560253.38","1575003.75","1465004.63","1446016.75","1481521.63","1588112.88","1577851.5","1190368.25","1620374.63","1491584.75","1280053.38","positive","No Fragments","",""
"90","331.1692","234.19","242663.86","307306.41","294650.38","375285.22","470818.44","256185.23","352235.59","234192.22","402536.97","261313.7","1606558.38","1062429","1040151.31","1216251.75","1298314.13","1212687.88","775478.69","920041.94","906901.38","962817.63","1046582.38","positive","No Fragments","Chloropyramine","HMDB15690"
"91","253.0857","247.03","270850.09","325682.5","372430.38","321399.69","441196.16","324428.88","395696.63","357355.94","415747.66","362728.75","1016252.13","1116517","1144694","1266180.63","952996.25","1055136","1188430.5","1206915.75","1183484.13","1315544.13","968092.88","positive","No Fragments","1-[2-(4-Hydroxyphenyl)-1-benzofuran-3-yl]ethanone,4'-O-Methylisoflavone,6-Methoxyflavone,7-Hydroxy-2-methylisoflavone,7-Methoxyflavone,7-Methoxyisoflavone,Anisindione,Ergothioneine","C03074,C05570,C15111,C15616,HMDB15257,HMDB33979,LMPK12050001,LMPK12110021,LMPK12110100"
"92","357.1483","231.71","461586.38","452233.78","520597.84","572558.56","571348.88","513384.63","549526.56","544441.94","552260.94","719558.75","1027986.56","1107428","1291982.75","1065652.63","944493.38","977013.69","882560.38","920865.63","944916.06","1068500","976853.13","positive","No Fragments","9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione","C15105"
"93","277.1796","228.73","394445.53","336742.84","321138.53","452745.13","409027.78","398947.94","362883.38","373613.09","328272.53","323821.44","1275178.88","908001.38","806478.38","1007523.44","1217103.5","925475.75","653101.56","727070.94","1060361","649735.06","884772.94","positive","No Fragments","Buddledin A,Cyclandelate,Ginsenoyne C,Ginsenoyne K,Onchidal,Panaquinquecol 2,Panaquinquecol 7,Sugeonyl acetate,[6]-Shogaol,[8]-Shogaol","C09623,C10494,C17506,C20000,HMDB15586,HMDB31463,HMDB38938,HMDB38994,HMDB40375,HMDB41201,LMPR0103450004"
"94","231.1591","227.97","221573.36","201126.63","98735.24","218055.28","104397.22","182664","70077.73","204192.86","179211.33","200593.03","1000397.44","962037.63","808129.75","950634.88","995623.06","921863.13","830750.69","758429.06","621351.56","1011111.13","1074874.38","positive","No Fragments","Bis(1-methylethyl) hexanedioate,Dibutyl succinate,Diisopropyl adipate,Dipropyl hexanedioate,Dodecanedioic acid,Talaromycin A","C02678,C14523,C19143,HMDB00623,HMDB30143,HMDB41613,HMDB41614,LMFA01170009"
"95","342.2427","233.15","261850.45","240475.11","307669.69","320035.84","338998.16","333713.91","329547.25","251757","313596.91","244050.3","809533.94","718221.13","774028.63","975113.25","930742.56","1025857.81","805640.69","725389.5","989851.81","1065501","683454.63","positive","No Fragments","(-)-Spruceanol,(3R)-11-cis-3-Hydroxyretinal,(3R)-all-trans-3-Hydroxyretinal,(3R)-all-trans-3-hydroxyretinal,(3S)-11-cis-3-Hydroxyretinal,(3S)-11-cis-3-hydroxyretinal,(3S)-all-trans-3-Hydroxyretinal,(3S)-all-trans-3-hydroxyretinal,11-cis-Retinoic acid,13-cis-Retinoic acid,13-cis-retinoic acid,Isotretinoin,17alpha-Methyl-17beta-hydroxyandrosta-4,6-dien-3-one,17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one,17beta-Hydroxy-2-methylandrost-1,4-dien-3-one,17beta-Hydroxy-7alpha-methylandrost-1,4-diene-3-one,19-Nor-17alpha-pregn-5(10)-en-20-yne-3alpha,17beta-diol,19-Norprogesterone,20,14-retro-retinoic acid,4-OH-Retinal,4-Oxoretinol,5,8,11-Eicosatriynoic acid,5-Hydroxymethyl tolterodine,6,9,12-Eicosatriynoic acid,7,10,13-Eicosatriynoic acid,8,11,14,18-Eicosatetraynoic acid,9,12,15-Eicosatriynoic acid,9,13-cis-Retinoate,9,13-di-cis-retinoic acid,9-cis-Retinoic acid,9-cis-retinoic acid,A-Norpregn-3(5)-ene-2,20-dione,All-trans-retinoic acid,Dehydroabietic acid,Dysokusone D,Lindheimerine,Metandienone,Methandrostenolone,Pregnenolone carbonitrile,Retinoate,Retinoic Acid,Spruceanol,Sugiol,Trilobinol,Yucalexin B16,Yucalexin B7,ent-6,16-Kauradien-19-oic acid","C00777,C07058,C08695,C09188,C12078,C14489,C14652,C14684,C14925,C15263,C15307,C15353,C15493,C15637,C16683,C18195,C18196,C20428,C20429,HMDB01852,HMDB02369,HMDB06219,HMDB12329,HMDB12788,HMDB12874,HMDB13973,HMDB36564,HMDB36697,HMDB36710,HMDB36711,HMDB38702,HMDB41925,HMDB61925,LMFA01030692,LMFA01030696,LMFA01030697,LMFA01030698,LMFA01030699,LMPR0104050005,LMPR0104100003,LMPR0104450001,LMPR01090019,LMPR01090021,LMPR01090022,LMPR01090023,LMPR01090024,LMPR01090032,LMPR01090048,LMPR01090049,LMPR01090050,LMST02020013"
