"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000002728",2948.27273963061,0.167293749955817,0.0788749677669674,2.12099928142067,0.0339218628954515,0.114100811557428
"ENSMUSG00000002731",399.321366378588,0.161439574765975,0.159219593715308,1.01394288855325,0.310610004763718,0.528209802611968
"ENSMUSG00000002732",175.692810707192,0.274985366817764,0.175716549824134,1.56493720763914,0.11759763330855,0.2705317127723
"ENSMUSG00000002733",669.494068542235,-0.034515706971571,0.127444084561018,-0.270830200479375,0.786521631003289,0.915751750076519
"ENSMUSG00000002741",3513.66181963019,-0.360443322935661,0.0785237414723334,-4.59024641690892,4.42723029487811e-06,5.85026860394607e-05
"ENSMUSG00000002748",909.676151948238,0.426245062133128,0.144820752141442,2.94325955244886,0.00324776002016652,0.01901378492819
"ENSMUSG00000002763",279.574403592456,0.3043936198665,0.14419433087107,2.11099575155052,0.0347726770318753,0.116466019581183
"ENSMUSG00000002767",898.513039736118,0.120599677196276,0.122100213477081,0.987710617057307,0.323294393310227,0.534590265472713
"ENSMUSG00000002768",1036.74178896845,-0.0382947914733403,0.105616965765188,-0.362581818137808,0.716917294330595,0.871417210585808
"ENSMUSG00000002769",13.3993285654135,-0.545624599708728,0.55262715967341,-0.987328599685871,0.323481574530748,0.534590265472713
